File,X,Y,Z,6
000001.asc,-14,-14,0
000002.asc,-13,-14,0
000003.asc,-12,-14,0
000004.asc,-11,-14,0
000005.asc,-10,-14,0
000006.asc,-9,-14,0
000007.asc,-8,-14,0
000008.asc,-7,-14,0
000009.asc,-6,-14,0
000010.asc,-5,-14,0
000011.asc,-4,-14,0
000012.asc,-3,-14,0
000013.asc,-2,-14,0
000014.asc,-1,-14,0
000015.asc,0,-14,0
000016.asc,1,-14,0
000017.asc,2,-14,0
000018.asc,3,-14,0
000019.asc,4,-14,0
000020.asc,5,-14,0
000021.asc,6,-14,0
000022.asc,7,-14,0
000023.asc,8,-14,0
000024.asc,9,-14,0
000025.asc,10,-14,0
000026.asc,11,-14,0
000027.asc,12,-14,0
000028.asc,13,-14,0
000029.asc,14,-14,0
000030.asc,-14,-13,0
000031.asc,-13,-13,0
000032.asc,-12,-13,0
000033.asc,-11,-13,0
000034.asc,-10,-13,0
000035.asc,-9,-13,0
000036.asc,-8,-13,0
000037.asc,-7,-13,0
000038.asc,-6,-13,0
000039.asc,-5,-13,0
000040.asc,-4,-13,0
000041.asc,-3,-13,0
000042.asc,-2,-13,0
000043.asc,-1,-13,0
000044.asc,0,-13,0
000045.asc,1,-13,0
000046.asc,2,-13,0
000047.asc,3,-13,0
000048.asc,4,-13,0
000049.asc,5,-13,0
000050.asc,6,-13,0
000051.asc,7,-13,0
000052.asc,8,-13,0
000053.asc,9,-13,0
000054.asc,10,-13,0
000055.asc,11,-13,0
000056.asc,12,-13,0
000057.asc,13,-13,0
000058.asc,14,-13,0
000059.asc,-14,-12,0
000060.asc,-13,-12,0
000061.asc,-12,-12,0
000062.asc,-11,-12,0
000063.asc,-10,-12,0
000064.asc,-9,-12,0
000065.asc,-8,-12,0
000066.asc,-7,-12,0
000067.asc,-6,-12,0
000068.asc,-5,-12,0
000069.asc,-4,-12,0
000070.asc,-3,-12,0
000071.asc,-2,-12,0
000072.asc,-1,-12,0
000073.asc,0,-12,0
000074.asc,1,-12,0
000075.asc,2,-12,0
000076.asc,3,-12,0
000077.asc,4,-12,0
000078.asc,5,-12,0
000079.asc,6,-12,0
000080.asc,7,-12,0
000081.asc,8,-12,0
000082.asc,9,-12,0
000083.asc,10,-12,0
000084.asc,11,-12,0
000085.asc,12,-12,0
000086.asc,13,-12,0
000087.asc,14,-12,0
000088.asc,-14,-11,0
000089.asc,-13,-11,0
000090.asc,-12,-11,0
000091.asc,-11,-11,0
000092.asc,-10,-11,0
000093.asc,-9,-11,0
000094.asc,-8,-11,0
000095.asc,-7,-11,0
000096.asc,-6,-11,0
000097.asc,-5,-11,0
000098.asc,-4,-11,0
000099.asc,-3,-11,0
000100.asc,-2,-11,0
000101.asc,-1,-11,0
000102.asc,0,-11,0
000103.asc,1,-11,0
000104.asc,2,-11,0
000105.asc,3,-11,0
000106.asc,4,-11,0
000107.asc,5,-11,0
000108.asc,6,-11,0
000109.asc,7,-11,0
000110.asc,8,-11,0
000111.asc,9,-11,0
000112.asc,10,-11,0
000113.asc,11,-11,0
000114.asc,12,-11,0
000115.asc,13,-11,0
000116.asc,14,-11,0
000117.asc,-14,-10,0
000118.asc,-13,-10,0
000119.asc,-12,-10,0
000120.asc,-11,-10,0
000121.asc,-10,-10,0
000122.asc,-9,-10,0
000123.asc,-8,-10,0
000124.asc,-7,-10,0
000125.asc,-6,-10,0
000126.asc,-5,-10,0
000127.asc,-4,-10,0
000128.asc,-3,-10,0
000129.asc,-2,-10,0
000130.asc,-1,-10,0
000131.asc,0,-10,0
000132.asc,1,-10,0
000133.asc,2,-10,0
000134.asc,3,-10,0
000135.asc,4,-10,0
000136.asc,5,-10,0
000137.asc,6,-10,0
000138.asc,7,-10,0
000139.asc,8,-10,0
000140.asc,9,-10,0
000141.asc,10,-10,0
000142.asc,11,-10,0
000143.asc,12,-10,0
000144.asc,13,-10,0
000145.asc,14,-10,0
000146.asc,-14,-9,0
000147.asc,-13,-9,0
000148.asc,-12,-9,0
000149.asc,-11,-9,0
000150.asc,-10,-9,0
000151.asc,-9,-9,0
000152.asc,-8,-9,0
000153.asc,-7,-9,0
000154.asc,-6,-9,0
000155.asc,-5,-9,0
000156.asc,-4,-9,0
000157.asc,-3,-9,0
000158.asc,-2,-9,0
000159.asc,-1,-9,0
000160.asc,0,-9,0
000161.asc,1,-9,0
000162.asc,2,-9,0
000163.asc,3,-9,0
000164.asc,4,-9,0
000165.asc,5,-9,0
000166.asc,6,-9,0
000167.asc,7,-9,0
000168.asc,8,-9,0
000169.asc,9,-9,0
000170.asc,10,-9,0
000171.asc,11,-9,0
000172.asc,12,-9,0
000173.asc,13,-9,0
000174.asc,14,-9,0
000175.asc,-14,-8,0
000176.asc,-13,-8,0
000177.asc,-12,-8,0
000178.asc,-11,-8,0
000179.asc,-10,-8,0
000180.asc,-9,-8,0
000181.asc,-8,-8,0
000182.asc,-7,-8,0
000183.asc,-6,-8,0
000184.asc,-5,-8,0
000185.asc,-4,-8,0
000186.asc,-3,-8,0
000187.asc,-2,-8,0
000188.asc,-1,-8,0
000189.asc,0,-8,0
000190.asc,1,-8,0
000191.asc,2,-8,0
000192.asc,3,-8,0
000193.asc,4,-8,0
000194.asc,5,-8,0
000195.asc,6,-8,0
000196.asc,7,-8,0
000197.asc,8,-8,0
000198.asc,9,-8,0
000199.asc,10,-8,0
000200.asc,11,-8,0
000201.asc,12,-8,0
000202.asc,13,-8,0
000203.asc,14,-8,0
000204.asc,-14,-7,0
000205.asc,-13,-7,0
000206.asc,-12,-7,0
000207.asc,-11,-7,0
000208.asc,-10,-7,0
000209.asc,-9,-7,0
000210.asc,-8,-7,0
000211.asc,-7,-7,0
000212.asc,-6,-7,0
000213.asc,-5,-7,0
000214.asc,-4,-7,0
000215.asc,-3,-7,0
000216.asc,-2,-7,0
000217.asc,-1,-7,0
000218.asc,0,-7,0
000219.asc,1,-7,0
000220.asc,2,-7,0
000221.asc,3,-7,0
000222.asc,4,-7,0
000223.asc,5,-7,0
000224.asc,6,-7,0
000225.asc,7,-7,0
000226.asc,8,-7,0
000227.asc,9,-7,0
000228.asc,10,-7,0
000229.asc,11,-7,0
000230.asc,12,-7,0
000231.asc,13,-7,0
000232.asc,14,-7,0
000233.asc,-14,-6,0
000234.asc,-13,-6,0
000235.asc,-12,-6,0
000236.asc,-11,-6,0
000237.asc,-10,-6,0
000238.asc,-9,-6,0
000239.asc,-8,-6,0
000240.asc,-7,-6,0
000241.asc,-6,-6,0
000242.asc,-5,-6,0
000243.asc,-4,-6,0
000244.asc,-3,-6,0
000245.asc,-2,-6,0
000246.asc,-1,-6,0
000247.asc,0,-6,0
000248.asc,1,-6,0
000249.asc,2,-6,0
000250.asc,3,-6,0
000251.asc,4,-6,0
000252.asc,5,-6,0
000253.asc,6,-6,0
000254.asc,7,-6,0
000255.asc,8,-6,0
000256.asc,9,-6,0
000257.asc,10,-6,0
000258.asc,11,-6,0
000259.asc,12,-6,0
000260.asc,13,-6,0
000261.asc,14,-6,0
000262.asc,-14,-5,0
000263.asc,-13,-5,0
000264.asc,-12,-5,0
000265.asc,-11,-5,0
000266.asc,-10,-5,0
000267.asc,-9,-5,0
000268.asc,-8,-5,0
000269.asc,-7,-5,0
000270.asc,-6,-5,0
000271.asc,-5,-5,0
000272.asc,-4,-5,0
000273.asc,-3,-5,0
000274.asc,-2,-5,0
000275.asc,-1,-5,0
000276.asc,0,-5,0
000277.asc,1,-5,0
000278.asc,2,-5,0
000279.asc,3,-5,0
000280.asc,4,-5,0
000281.asc,5,-5,0
000282.asc,6,-5,0
000283.asc,7,-5,0
000284.asc,8,-5,0
000285.asc,9,-5,0
000286.asc,10,-5,0
000287.asc,11,-5,0
000288.asc,12,-5,0
000289.asc,13,-5,0
000290.asc,14,-5,0
000291.asc,-14,-4,0
000292.asc,-13,-4,0
000293.asc,-12,-4,0
000294.asc,-11,-4,0
000295.asc,-10,-4,0
000296.asc,-9,-4,0
000297.asc,-8,-4,0
000298.asc,-7,-4,0
000299.asc,-6,-4,0
000300.asc,-5,-4,0
000301.asc,-4,-4,0
000302.asc,-3,-4,0
000303.asc,-2,-4,0
000304.asc,-1,-4,0
000305.asc,0,-4,0
000306.asc,1,-4,0
000307.asc,2,-4,0
000308.asc,3,-4,0
000309.asc,4,-4,0
000310.asc,5,-4,0
000311.asc,6,-4,0
000312.asc,7,-4,0
000313.asc,8,-4,0
000314.asc,9,-4,0
000315.asc,10,-4,0
000316.asc,11,-4,0
000317.asc,12,-4,0
000318.asc,13,-4,0
000319.asc,14,-4,0
000320.asc,-14,-3,0
000321.asc,-13,-3,0
000322.asc,-12,-3,0
000323.asc,-11,-3,0
000324.asc,-10,-3,0
000325.asc,-9,-3,0
000326.asc,-8,-3,0
000327.asc,-7,-3,0
000328.asc,-6,-3,0
000329.asc,-5,-3,0
000330.asc,-4,-3,0
000331.asc,-3,-3,0
000332.asc,-2,-3,0
000333.asc,-1,-3,0
000334.asc,0,-3,0
000335.asc,1,-3,0
000336.asc,2,-3,0
000337.asc,3,-3,0
000338.asc,4,-3,0
000339.asc,5,-3,0
000340.asc,6,-3,0
000341.asc,7,-3,0
000342.asc,8,-3,0
000343.asc,9,-3,0
000344.asc,10,-3,0
000345.asc,11,-3,0
000346.asc,12,-3,0
000347.asc,13,-3,0
000348.asc,14,-3,0
000349.asc,-14,-2,0
000350.asc,-13,-2,0
000351.asc,-12,-2,0
000352.asc,-11,-2,0
000353.asc,-10,-2,0
000354.asc,-9,-2,0
000355.asc,-8,-2,0
000356.asc,-7,-2,0
000357.asc,-6,-2,0
000358.asc,-5,-2,0
000359.asc,-4,-2,0
000360.asc,-3,-2,0
000361.asc,-2,-2,0
000362.asc,-1,-2,0
000363.asc,0,-2,0
000364.asc,1,-2,0
000365.asc,2,-2,0
000366.asc,3,-2,0
000367.asc,4,-2,0
000368.asc,5,-2,0
000369.asc,6,-2,0
000370.asc,7,-2,0
000371.asc,8,-2,0
000372.asc,9,-2,0
000373.asc,10,-2,0
000374.asc,11,-2,0
000375.asc,12,-2,0
000376.asc,13,-2,0
000377.asc,14,-2,0
000378.asc,-14,-1,0
000379.asc,-13,-1,0
000380.asc,-12,-1,0
000381.asc,-11,-1,0
000382.asc,-10,-1,0
000383.asc,-9,-1,0
000384.asc,-8,-1,0
000385.asc,-7,-1,0
000386.asc,-6,-1,0
000387.asc,-5,-1,0
000388.asc,-4,-1,0
000389.asc,-3,-1,0
000390.asc,-2,-1,0
000391.asc,-1,-1,0
000392.asc,0,-1,0
000393.asc,1,-1,0
000394.asc,2,-1,0
000395.asc,3,-1,0
000396.asc,4,-1,0
000397.asc,5,-1,0
000398.asc,6,-1,0
000399.asc,7,-1,0
000400.asc,8,-1,0
000401.asc,9,-1,0
000402.asc,10,-1,0
000403.asc,11,-1,0
000404.asc,12,-1,0
000405.asc,13,-1,0
000406.asc,14,-1,0
000407.asc,-14,0,0
000408.asc,-13,0,0
000409.asc,-12,0,0
000410.asc,-11,0,0
000411.asc,-10,0,0
000412.asc,-9,0,0
000413.asc,-8,0,0
000414.asc,-7,0,0
000415.asc,-6,0,0
000416.asc,-5,0,0
000417.asc,-4,0,0
000418.asc,-3,0,0
000419.asc,-2,0,0
000420.asc,-1,0,0
000421.asc,0,0,0
000422.asc,1,0,0
000423.asc,2,0,0
000424.asc,3,0,0
000425.asc,4,0,0
000426.asc,5,0,0
000427.asc,6,0,0
000428.asc,7,0,0
000429.asc,8,0,0
000430.asc,9,0,0
000431.asc,10,0,0
000432.asc,11,0,0
000433.asc,12,0,0
000434.asc,13,0,0
000435.asc,14,0,0
000436.asc,-14,1,0
000437.asc,-13,1,0
000438.asc,-12,1,0
000439.asc,-11,1,0
000440.asc,-10,1,0
000441.asc,-9,1,0
000442.asc,-8,1,0
000443.asc,-7,1,0
000444.asc,-6,1,0
000445.asc,-5,1,0
000446.asc,-4,1,0
000447.asc,-3,1,0
000448.asc,-2,1,0
000449.asc,-1,1,0
000450.asc,0,1,0
000451.asc,1,1,0
000452.asc,2,1,0
000453.asc,3,1,0
000454.asc,4,1,0
000455.asc,5,1,0
000456.asc,6,1,0
000457.asc,7,1,0
000458.asc,8,1,0
000459.asc,9,1,0
000460.asc,10,1,0
000461.asc,11,1,0
000462.asc,12,1,0
000463.asc,13,1,0
000464.asc,14,1,0
000465.asc,-14,2,0
000466.asc,-13,2,0
000467.asc,-12,2,0
000468.asc,-11,2,0
000469.asc,-10,2,0
000470.asc,-9,2,0
000471.asc,-8,2,0
000472.asc,-7,2,0
000473.asc,-6,2,0
000474.asc,-5,2,0
000475.asc,-4,2,0
000476.asc,-3,2,0
000477.asc,-2,2,0
000478.asc,-1,2,0
000479.asc,0,2,0
000480.asc,1,2,0
000481.asc,2,2,0
000482.asc,3,2,0
000483.asc,4,2,0
000484.asc,5,2,0
000485.asc,6,2,0
000486.asc,7,2,0
000487.asc,8,2,0
000488.asc,9,2,0
000489.asc,10,2,0
000490.asc,11,2,0
000491.asc,12,2,0
000492.asc,13,2,0
000493.asc,14,2,0
000494.asc,-14,3,0
000495.asc,-13,3,0
000496.asc,-12,3,0
000497.asc,-11,3,0
000498.asc,-10,3,0
000499.asc,-9,3,0
000500.asc,-8,3,0
000501.asc,-7,3,0
000502.asc,-6,3,0
000503.asc,-5,3,0
000504.asc,-4,3,0
000505.asc,-3,3,0
000506.asc,-2,3,0
000507.asc,-1,3,0
000508.asc,0,3,0
000509.asc,1,3,0
000510.asc,2,3,0
000511.asc,3,3,0
000512.asc,4,3,0
000513.asc,5,3,0
000514.asc,6,3,0
000515.asc,7,3,0
000516.asc,8,3,0
000517.asc,9,3,0
000518.asc,10,3,0
000519.asc,11,3,0
000520.asc,12,3,0
000521.asc,13,3,0
000522.asc,14,3,0
000523.asc,-14,4,0
000524.asc,-13,4,0
000525.asc,-12,4,0
000526.asc,-11,4,0
000527.asc,-10,4,0
000528.asc,-9,4,0
000529.asc,-8,4,0
000530.asc,-7,4,0
000531.asc,-6,4,0
000532.asc,-5,4,0
000533.asc,-4,4,0
000534.asc,-3,4,0
000535.asc,-2,4,0
000536.asc,-1,4,0
000537.asc,0,4,0
000538.asc,1,4,0
000539.asc,2,4,0
000540.asc,3,4,0
000541.asc,4,4,0
000542.asc,5,4,0
000543.asc,6,4,0
000544.asc,7,4,0
000545.asc,8,4,0
000546.asc,9,4,0
000547.asc,10,4,0
000548.asc,11,4,0
000549.asc,12,4,0
000550.asc,13,4,0
000551.asc,14,4,0
000552.asc,-14,5,0
000553.asc,-13,5,0
000554.asc,-12,5,0
000555.asc,-11,5,0
000556.asc,-10,5,0
000557.asc,-9,5,0
000558.asc,-8,5,0
000559.asc,-7,5,0
000560.asc,-6,5,0
000561.asc,-5,5,0
000562.asc,-4,5,0
000563.asc,-3,5,0
000564.asc,-2,5,0
000565.asc,-1,5,0
000566.asc,0,5,0
000567.asc,1,5,0
000568.asc,2,5,0
000569.asc,3,5,0
000570.asc,4,5,0
000571.asc,5,5,0
000572.asc,6,5,0
000573.asc,7,5,0
000574.asc,8,5,0
000575.asc,9,5,0
000576.asc,10,5,0
000577.asc,11,5,0
000578.asc,12,5,0
000579.asc,13,5,0
000580.asc,14,5,0
000581.asc,-14,6,0
000582.asc,-13,6,0
000583.asc,-12,6,0
000584.asc,-11,6,0
000585.asc,-10,6,0
000586.asc,-9,6,0
000587.asc,-8,6,0
000588.asc,-7,6,0
000589.asc,-6,6,0
000590.asc,-5,6,0
000591.asc,-4,6,0
000592.asc,-3,6,0
000593.asc,-2,6,0
000594.asc,-1,6,0
000595.asc,0,6,0
000596.asc,1,6,0
000597.asc,2,6,0
000598.asc,3,6,0
000599.asc,4,6,0
000600.asc,5,6,0
000601.asc,6,6,0
000602.asc,7,6,0
000603.asc,8,6,0
000604.asc,9,6,0
000605.asc,10,6,0
000606.asc,11,6,0
000607.asc,12,6,0
000608.asc,13,6,0
000609.asc,14,6,0
000610.asc,-14,7,0
000611.asc,-13,7,0
000612.asc,-12,7,0
000613.asc,-11,7,0
000614.asc,-10,7,0
000615.asc,-9,7,0
000616.asc,-8,7,0
000617.asc,-7,7,0
000618.asc,-6,7,0
000619.asc,-5,7,0
000620.asc,-4,7,0
000621.asc,-3,7,0
000622.asc,-2,7,0
000623.asc,-1,7,0
000624.asc,0,7,0
000625.asc,1,7,0
000626.asc,2,7,0
000627.asc,3,7,0
000628.asc,4,7,0
000629.asc,5,7,0
000630.asc,6,7,0
000631.asc,7,7,0
000632.asc,8,7,0
000633.asc,9,7,0
000634.asc,10,7,0
000635.asc,11,7,0
000636.asc,12,7,0
000637.asc,13,7,0
000638.asc,14,7,0
000639.asc,-14,8,0
000640.asc,-13,8,0
000641.asc,-12,8,0
000642.asc,-11,8,0
000643.asc,-10,8,0
000644.asc,-9,8,0
000645.asc,-8,8,0
000646.asc,-7,8,0
000647.asc,-6,8,0
000648.asc,-5,8,0
000649.asc,-4,8,0
000650.asc,-3,8,0
000651.asc,-2,8,0
000652.asc,-1,8,0
000653.asc,0,8,0
000654.asc,1,8,0
000655.asc,2,8,0
000656.asc,3,8,0
000657.asc,4,8,0
000658.asc,5,8,0
000659.asc,6,8,0
000660.asc,7,8,0
000661.asc,8,8,0
000662.asc,9,8,0
000663.asc,10,8,0
000664.asc,11,8,0
000665.asc,12,8,0
000666.asc,13,8,0
000667.asc,14,8,0
000668.asc,-14,9,0
000669.asc,-13,9,0
000670.asc,-12,9,0
000671.asc,-11,9,0
000672.asc,-10,9,0
000673.asc,-9,9,0
000674.asc,-8,9,0
000675.asc,-7,9,0
000676.asc,-6,9,0
000677.asc,-5,9,0
000678.asc,-4,9,0
000679.asc,-3,9,0
000680.asc,-2,9,0
000681.asc,-1,9,0
000682.asc,0,9,0
000683.asc,1,9,0
000684.asc,2,9,0
000685.asc,3,9,0
000686.asc,4,9,0
000687.asc,5,9,0
000688.asc,6,9,0
000689.asc,7,9,0
000690.asc,8,9,0
000691.asc,9,9,0
000692.asc,10,9,0
000693.asc,11,9,0
000694.asc,12,9,0
000695.asc,13,9,0
000696.asc,14,9,0
000697.asc,-14,10,0
000698.asc,-13,10,0
000699.asc,-12,10,0
000700.asc,-11,10,0
000701.asc,-10,10,0
000702.asc,-9,10,0
000703.asc,-8,10,0
000704.asc,-7,10,0
000705.asc,-6,10,0
000706.asc,-5,10,0
000707.asc,-4,10,0
000708.asc,-3,10,0
000709.asc,-2,10,0
000710.asc,-1,10,0
000711.asc,0,10,0
000712.asc,1,10,0
000713.asc,2,10,0
000714.asc,3,10,0
000715.asc,4,10,0
000716.asc,5,10,0
000717.asc,6,10,0
000718.asc,7,10,0
000719.asc,8,10,0
000720.asc,9,10,0
000721.asc,10,10,0
000722.asc,11,10,0
000723.asc,12,10,0
000724.asc,13,10,0
000725.asc,14,10,0
000726.asc,-14,11,0
000727.asc,-13,11,0
000728.asc,-12,11,0
000729.asc,-11,11,0
000730.asc,-10,11,0
000731.asc,-9,11,0
000732.asc,-8,11,0
000733.asc,-7,11,0
000734.asc,-6,11,0
000735.asc,-5,11,0
000736.asc,-4,11,0
000737.asc,-3,11,0
000738.asc,-2,11,0
000739.asc,-1,11,0
000740.asc,0,11,0
000741.asc,1,11,0
000742.asc,2,11,0
000743.asc,3,11,0
000744.asc,4,11,0
000745.asc,5,11,0
000746.asc,6,11,0
000747.asc,7,11,0
000748.asc,8,11,0
000749.asc,9,11,0
000750.asc,10,11,0
000751.asc,11,11,0
000752.asc,12,11,0
000753.asc,13,11,0
000754.asc,14,11,0
000755.asc,-14,12,0
000756.asc,-13,12,0
000757.asc,-12,12,0
000758.asc,-11,12,0
000759.asc,-10,12,0
000760.asc,-9,12,0
000761.asc,-8,12,0
000762.asc,-7,12,0
000763.asc,-6,12,0
000764.asc,-5,12,0
000765.asc,-4,12,0
000766.asc,-3,12,0
000767.asc,-2,12,0
000768.asc,-1,12,0
000769.asc,0,12,0
000770.asc,1,12,0
000771.asc,2,12,0
000772.asc,3,12,0
000773.asc,4,12,0
000774.asc,5,12,0
000775.asc,6,12,0
000776.asc,7,12,0
000777.asc,8,12,0
000778.asc,9,12,0
000779.asc,10,12,0
000780.asc,11,12,0
000781.asc,12,12,0
000782.asc,13,12,0
000783.asc,14,12,0
000784.asc,-14,13,0
000785.asc,-13,13,0
000786.asc,-12,13,0
000787.asc,-11,13,0
000788.asc,-10,13,0
000789.asc,-9,13,0
000790.asc,-8,13,0
000791.asc,-7,13,0
000792.asc,-6,13,0
000793.asc,-5,13,0
000794.asc,-4,13,0
000795.asc,-3,13,0
000796.asc,-2,13,0
000797.asc,-1,13,0
000798.asc,0,13,0
000799.asc,1,13,0
000800.asc,2,13,0
000801.asc,3,13,0
000802.asc,4,13,0
000803.asc,5,13,0
000804.asc,6,13,0
000805.asc,7,13,0
000806.asc,8,13,0
000807.asc,9,13,0
000808.asc,10,13,0
000809.asc,11,13,0
000810.asc,12,13,0
000811.asc,13,13,0
000812.asc,14,13,0
000813.asc,-14,14,0
000814.asc,-13,14,0
000815.asc,-12,14,0
000816.asc,-11,14,0
000817.asc,-10,14,0
000818.asc,-9,14,0
000819.asc,-8,14,0
000820.asc,-7,14,0
000821.asc,-6,14,0
000822.asc,-5,14,0
000823.asc,-4,14,0
000824.asc,-3,14,0
000825.asc,-2,14,0
000826.asc,-1,14,0
000827.asc,0,14,0
000828.asc,1,14,0
000829.asc,2,14,0
000830.asc,3,14,0
000831.asc,4,14,0
000832.asc,5,14,0
000833.asc,6,14,0
000834.asc,7,14,0
000835.asc,8,14,0
000836.asc,9,14,0
000837.asc,10,14,0
000838.asc,11,14,0
000839.asc,12,14,0
000840.asc,13,14,0
000841.asc,14,14,0
